"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","Discount","PaymentMethod","ShippingCost","Category","SalesChannel","ReturnStatus","ShipmentProvider","WarehouseLocation","OrderPriority"
847028,"SKU_1470","Desk Lamp",2,"2020-06-24 07:00",15.58,24609,"Norway",0.44,"Bank Transfer",6.35,"Apparel","Online","Not Returned","FedEx","London","High"
531739,"SKU_1139","Notebook",1,"2021-01-12 01:00",41.77,68989,"Australia",0.06,"paypall",19.45,"Accessories","Online","Not Returned","Royal Mail","Rome","High"
314038,"SKU_1411","Wireless Mouse",7,"2023-08-14 04:00",62.76,64289,"United Kingdom",0.4,"Bank Transfer",16.67,"Stationery","In-store","Not Returned","DHL","Berlin","Medium"
334750,"SKU_1883","Desk Lamp",17,"2021-05-14 04:00",27.14,83623,"Norway",0.48,"Credit Card",12.22,"Furniture","In-store","Not Returned","DHL","Rome","High"
371984,"SKU_1602","Desk Lamp",47,"2022-03-28 15:00",21.78,39284,"Belgium",0.3,"Credit Card",8.14,"Furniture","In-store","Not Returned","UPS","Amsterdam","Medium"
853788,"SKU_1141","Office Chair",1,"2023-09-08 09:00",38.68,75098,"Norway",0.24,"Credit Card",19.19,"Stationery","In-store","Not Returned","Royal Mail","Berlin","Medium"
521909,"SKU_1286","White Mug",48,"2020-01-02 07:00",8.39,59307,"Netherlands",0.08,"Bank Transfer",15.29,"Electronics","In-store","Not Returned","Royal Mail","Amsterdam","Medium"
553054,"SKU_1198","Wall Clock",7,"2020-12-16 14:00",12.92,63693,"Italy",0.07,"paypall",22.21,"Apparel","In-store","Not Returned","DHL","Amsterdam","High"
902898,"SKU_1179","Office Chair",42,"2025-08-19 03:00",48.24,15684,"Australia",0.44,"paypall",17.22,"Apparel","Online","Not Returned","DHL","London","Medium"
911050,"SKU_1851","Desk Lamp",8,"2020-07-31 23:00",45.6,27953,"France",0.43,"Credit Card",14.02,"Accessories","In-store","Not Returned","FedEx","Rome","Low"
620498,"SKU_1332","Backpack",42,"2020-05-29 01:00",11.44,99524,"Spain",0.37,"Bank Transfer",8.29,"Apparel","In-store","Not Returned","FedEx","Paris","High"
637275,"SKU_1224","Wall Clock",24,"2023-01-13 08:00",58.51,89937,"Portugal",0.24,"Bank Transfer",16.11,"Accessories","Online","Not Returned","FedEx","Paris","Low"
336094,"SKU_1420","Wireless Mouse",22,"2020-08-29 23:00",71.9,79937,"Sweden",0.23,"Credit Card",14.24,"Stationery","Online","Not Returned","Royal Mail","Rome","Medium"
712551,"SKU_1564","Desk Lamp",42,"2021-06-21 14:00",40.18,12179,"Germany",0.17,"Credit Card",26.88,"Apparel","In-store","Not Returned","Royal Mail","Rome","Medium"
469110,"SKU_1075","Wall Clock",12,"2024-03-08 02:00",56.24,37876,"United States",0.16,"Bank Transfer",26,"Apparel","Online","Not Returned","Royal Mail","Paris","High"
442709,"SKU_1224","Wall Clock",3,"2022-10-28 21:00",69.58,42557,"Sweden",0.36,"Credit Card",8.37,"Accessories","Online","Not Returned","FedEx","Berlin","Medium"
571869,"SKU_1110","USB Cable",7,"2020-09-06 16:00",48.5,90008,"Italy",0.47,"paypall",22.08,"Apparel","In-store","Not Returned","UPS","Berlin","High"
482306,"SKU_1520","Notebook",7,"2023-04-11 23:00",8.09,72445,"United States",0.41,"paypall",25.54,"Stationery","In-store","Not Returned","Royal Mail","Rome","Low"
256089,"SKU_1454","Headphones",45,"2021-06-02 11:00",51.55,48722,"France",0.24,"Bank Transfer",12.78,"Furniture","In-store","Not Returned","UPS","Berlin","Medium"
526185,"SKU_1115","Office Chair",8,"2023-01-08 01:00",13.22,57101,"Spain",0.07,"paypall",21.07,"Stationery","Online","Not Returned","UPS","Berlin","High"
664678,"SKU_1205","Headphones",46,"2020-04-21 21:00",6.79,86768,"Italy",0.48,"Credit Card",18.16,"Accessories","In-store","Not Returned","Royal Mail","London","Medium"
201751,"SKU_1345","Blue Pen",10,"2025-08-21 17:00",30.96,89587,"Australia",0.26,"Bank Transfer",22.41,"Electronics","Online","Not Returned","FedEx","Rome","Low"
813135,"SKU_1359","Office Chair",36,"2020-03-17 16:00",14.53,43145,"Germany",0.46,"paypall",15.87,"Apparel","In-store","Not Returned","UPS","Paris","High"
558245,"SKU_1209","T-shirt",11,"2022-07-03 19:00",95.43,95921,"Norway",0.5,"Bank Transfer",16.31,"Furniture","In-store","Not Returned","Royal Mail","Paris","Low"
668176,"SKU_1852","Wireless Mouse",44,"2022-04-09 03:00",62.83,95167,"France",0.18,"Credit Card",26.05,"Furniture","In-store","Not Returned","UPS","Berlin","Low"
419674,"SKU_1547","Notebook",6,"2020-10-04 05:00",90.29,94733,"Sweden",0.22,"Credit Card",12.14,"Furniture","Online","Not Returned","Royal Mail","Amsterdam","Low"
570547,"SKU_1549","Headphones",25,"2022-04-16 02:00",30.7,89181,"Spain",0.27,"Bank Transfer",27.52,"Electronics","In-store","Not Returned","FedEx","Rome","High"
475460,"SKU_1074","Headphones",29,"2023-03-10 23:00",10.84,71202,"Sweden",0.09,"Bank Transfer",28.9,"Furniture","In-store","Not Returned","Royal Mail","Amsterdam","Low"
413030,"SKU_1823","Backpack",18,"2021-09-11 18:00",65.57,85144,"Norway",0.16,"Credit Card",24.78,"Furniture","In-store","Not Returned","FedEx","Amsterdam","Low"
491692,"SKU_1604","White Mug",27,"2024-11-13 22:00",76.3,64006,"Germany",0.36,"Bank Transfer",9.72,"Stationery","Online","Not Returned","Royal Mail","Amsterdam","Low"
955714,"SKU_1504","Headphones",14,"2024-05-25 20:00",24.98,79073,"Germany",0.19,"paypall",15.9,"Electronics","In-store","Not Returned","DHL","Rome","High"
962755,"SKU_1103","Wall Clock",41,"2020-02-18 19:00",51.48,63859,"Portugal",0.1,"paypall",6.25,"Accessories","In-store","Not Returned","UPS","London","High"
171524,"SKU_1238","Wireless Mouse",8,"2021-08-30 20:00",51.38,63391,"Netherlands",0.43,"paypall",8.71,"Accessories","Online","Not Returned","UPS","London","Low"
295297,"SKU_1977","Backpack",31,"2025-06-05 23:00",43.71,49409,"France",0.06,"paypall",11.48,"Accessories","In-store","Not Returned","FedEx","London","Low"
491470,"SKU_1801","T-shirt",24,"2023-07-05 22:00",12.2,21172,"Italy",0.23,"Credit Card",18.89,"Apparel","Online","Not Returned","Royal Mail","Paris","Medium"
381173,"SKU_1580","USB Cable",30,"2020-02-25 06:00",26.77,99170,"Australia",0.34,"Bank Transfer",6.19,"Apparel","Online","Not Returned","DHL","Berlin","High"
554673,"SKU_1236","T-shirt",29,"2024-01-25 16:00",48.5,43123,"United Kingdom",0.49,"Bank Transfer",13.52,"Apparel","Online","Not Returned","UPS","Rome","Low"
378271,"SKU_1417","Blue Pen",6,"2023-01-17 17:00",93.84,36211,"United Kingdom",0.3,"Bank Transfer",19.24,"Apparel","Online","Not Returned","DHL","London","High"
419586,"SKU_1996","T-shirt",35,"2021-04-02 05:00",12.04,18228,"Belgium",0.23,"Credit Card",13.33,"Furniture","Online","Not Returned","FedEx","London","Medium"
901242,"SKU_1895","White Mug",38,"2025-07-15 08:00",3.13,34182,"Norway",0.38,"Credit Card",7.14,"Furniture","In-store","Not Returned","DHL","London","Medium"
884136,"SKU_1147","USB Cable",1,"2024-11-01 04:00",10.75,83901,"Italy",0.2,"Credit Card",11.25,"Apparel","In-store","Not Returned","DHL","Berlin","Medium"
287771,"SKU_1132","Wireless Mouse",28,"2020-07-02 07:00",93.69,42847,"United Kingdom",0.1,"Bank Transfer",25.94,"Apparel","In-store","Not Returned","DHL","Paris","Low"
445744,"SKU_1759","Office Chair",7,"2020-12-29 15:00",2.12,51257,"Sweden",0.02,"paypall",22.29,"Furniture","Online","Not Returned","UPS","Rome","Low"
938537,"SKU_1021","Wireless Mouse",27,"2022-10-16 18:00",95.53,81259,"Australia",0.24,"Credit Card",19.85,"Stationery","Online","Not Returned","Royal Mail","Rome","Low"
683609,"SKU_1452","Blue Pen",14,"2020-04-05 16:00",23.64,72441,"Italy",0.4,"Credit Card",13.78,"Electronics","Online","Not Returned","UPS","London","Low"
943409,"SKU_1849","Notebook",27,"2022-08-20 05:00",89.71,42130,"United States",0.32,"paypall",7.99,"Furniture","In-store","Returned","UPS","London","Low"
869867,"SKU_1522","Notebook",24,"2023-02-05 16:00",60.55,54675,"United States",0.35,"Bank Transfer",9.11,"Furniture","Online","Not Returned","FedEx","Amsterdam","High"
271541,"SKU_1816","Wireless Mouse",4,"2020-10-19 13:00",98.64,28164,"Spain",0.41,"paypall",13.01,"Electronics","Online","Not Returned","FedEx","Berlin","Medium"
277558,"SKU_1369","T-shirt",34,"2020-05-12 17:00",43.2,89235,"Belgium",0.05,"Credit Card",10.99,"Apparel","In-store","Not Returned","Royal Mail","London","High"
550583,"SKU_1314","Desk Lamp",35,"2023-02-13 13:00",22.51,10992,"Belgium",0.1,"Bank Transfer",16.65,"Electronics","Online","Not Returned","Royal Mail","London","Medium"
888634,"SKU_1235","Blue Pen",10,"2023-01-07 06:00",39.91,99894,"Portugal",0.39,"Credit Card",16.14,"Stationery","Online","Returned","DHL","Amsterdam","Medium"
176693,"SKU_1404","Blue Pen",13,"2022-07-08 15:00",71.06,97908,"Norway",0.34,"Bank Transfer",28.7,"Furniture","In-store","Not Returned","Royal Mail","Amsterdam","High"
345289,"SKU_1727","Wireless Mouse",47,"2021-10-26 21:00",75.47,92194,"Australia",0.26,"paypall",10.44,"Accessories","In-store","Not Returned","FedEx","London","Low"
684352,"SKU_1028","Office Chair",30,"2023-06-18 18:00",32.02,84954,"Italy",0.05,"Credit Card",8.43,"Apparel","Online","Not Returned","UPS","Berlin","Medium"
410745,"SKU_1111","Notebook",41,"2023-03-11 00:00",85.49,82317,"Australia",0.32,"Credit Card",16.84,"Furniture","In-store","Not Returned","FedEx","Berlin","High"
899176,"SKU_1215","USB Cable",46,"2025-03-13 00:00",8.08,26388,"Portugal",0.22,"Credit Card",16.71,"Stationery","Online","Not Returned","Royal Mail","Rome","Low"
636162,"SKU_1097","White Mug",26,"2020-09-15 04:00",76.9,87572,"Germany",0.22,"Credit Card",10.16,"Furniture","In-store","Not Returned","DHL","London","Medium"
456449,"SKU_1998","Backpack",28,"2025-02-06 14:00",88.15,30705,"Belgium",0.32,"Bank Transfer",23.25,"Furniture","In-store","Not Returned","DHL","Berlin","Low"
609510,"SKU_1808","USB Cable",33,"2024-09-14 15:00",54.5,59440,"Italy",0.14,"paypall",26.39,"Apparel","Online","Returned","UPS","London","Low"
948925,"SKU_1377","Headphones",4,"2020-06-18 20:00",77.31,57240,"Belgium",0.15,"paypall",7.05,"Accessories","Online","Not Returned","FedEx","Paris","High"
207535,"SKU_1356","USB Cable",12,"2022-11-25 13:00",44.84,47693,"Portugal",0.34,"Credit Card",12.06,"Accessories","In-store","Returned","Royal Mail","Berlin","High"
897183,"SKU_1016","White Mug",35,"2020-08-14 12:00",91.45,89589,"United States",0.2,"Bank Transfer",29.01,"Electronics","In-store","Returned","FedEx","Rome","Low"
447328,"SKU_1460","T-shirt",11,"2021-04-19 10:00",45.67,49194,"Australia",0.32,"paypall",12.93,"Apparel","In-store","Not Returned","DHL","London","Medium"
515882,"SKU_1759","Headphones",40,"2021-06-07 20:00",89.82,11418,"Norway",0.22,"Bank Transfer",16.42,"Stationery","In-store","Not Returned","DHL","Paris","High"
250362,"SKU_1906","Backpack",45,"2024-04-29 10:00",84.9,51529,"Germany",0.34,"Bank Transfer",5.91,"Furniture","In-store","Not Returned","Royal Mail","Berlin","Low"
744711,"SKU_1946","Wireless Mouse",16,"2022-05-04 12:00",32.47,35950,"United Kingdom",0.4,"paypall",21.64,"Apparel","In-store","Not Returned","UPS","Berlin","Low"
915908,"SKU_1158","Desk Lamp",12,"2024-11-14 21:00",3.44,61048,"Belgium",0.39,"Bank Transfer",25.62,"Electronics","Online","Not Returned","DHL","Paris","Medium"
191080,"SKU_1283","White Mug",25,"2021-09-02 16:00",42.48,82224,"Australia",0.5,"Credit Card",26.56,"Accessories","In-store","Not Returned","FedEx","Rome","Medium"
348339,"SKU_1043","Notebook",28,"2023-09-19 13:00",13.91,92094,"Australia",0.24,"Credit Card",10.65,"Accessories","Online","Returned","DHL","Rome","Low"
417759,"SKU_1024","Blue Pen",20,"2024-07-27 02:00",48.59,79302,"Sweden",0.42,"Credit Card",12.58,"Stationery","Online","Not Returned","UPS","Berlin","Medium"
705058,"SKU_1486","Wall Clock",1,"2021-05-30 09:00",72.29,66821,"France",0.47,"Bank Transfer",15.82,"Stationery","In-store","Not Returned","DHL","Paris","Low"
567121,"SKU_1373","Office Chair",45,"2022-02-05 20:00",19.35,31111,"Norway",0.15,"paypall",24.86,"Electronics","In-store","Not Returned","Royal Mail","Paris","Medium"
664107,"SKU_1780","USB Cable",25,"2025-04-09 17:00",19.09,28651,"Spain",0.4,"Credit Card",9.37,"Stationery","In-store","Not Returned","UPS","Paris","High"
628269,"SKU_1716","Blue Pen",16,"2021-02-27 09:00",21.77,49530,"Italy",0.23,"Bank Transfer",12.27,"Apparel","In-store","Not Returned","FedEx","Amsterdam","Low"
891679,"SKU_1013","USB Cable",10,"2024-11-02 01:00",35.39,23985,"France",0.11,"Credit Card",13.86,"Furniture","Online","Not Returned","Royal Mail","Rome","Low"
639317,"SKU_1094","Desk Lamp",35,"2020-10-18 15:00",46.17,28954,"Norway",0.35,"Credit Card",8.87,"Stationery","In-store","Not Returned","DHL","Paris","High"
285024,"SKU_1424","Blue Pen",25,"2022-12-11 07:00",71.49,52724,"Portugal",0.45,"Credit Card",17.36,"Electronics","In-store","Not Returned","UPS","Rome","High"
448125,"SKU_1755","White Mug",47,"2022-02-24 21:00",44.4,37048,"Australia",0.27,"paypall",5.6,"Electronics","In-store","Not Returned","DHL","London","Low"
450441,"SKU_1420","White Mug",37,"2025-03-31 09:00",68.06,67552,"Spain",0.48,"Credit Card",17.35,"Apparel","In-store","Not Returned","DHL","Rome","Medium"
125852,"SKU_1270","Blue Pen",29,"2023-02-12 10:00",39.51,62342,"Italy",0.36,"Bank Transfer",15.44,"Accessories","Online","Not Returned","Royal Mail","Berlin","Low"
931299,"SKU_1641","Wall Clock",14,"2023-07-23 08:00",90.02,10954,"Portugal",0.44,"Credit Card",24.01,"Electronics","In-store","Not Returned","FedEx","Rome","Medium"
408302,"SKU_1683","Wireless Mouse",38,"2024-04-27 21:00",63.83,32891,"Belgium",0.25,"Bank Transfer",19.36,"Accessories","In-store","Not Returned","UPS","Berlin","High"
410404,"SKU_1790","Notebook",49,"2023-03-08 22:00",52.15,55540,"Spain",0.13,"Bank Transfer",13.24,"Electronics","In-store","Not Returned","FedEx","Amsterdam","Medium"
417824,"SKU_1941","Backpack",45,"2020-01-11 17:00",10.47,76764,"Belgium",0.38,"paypall",25.98,"Stationery","In-store","Not Returned","FedEx","Paris","Low"
898204,"SKU_1405","USB Cable",28,"2020-11-23 06:00",58.08,36421,"Germany",0.4,"Bank Transfer",10.38,"Stationery","Online","Not Returned","UPS","London","Low"
895304,"SKU_1233","White Mug",40,"2025-01-31 22:00",13.84,35856,"United Kingdom",0.5,"Credit Card",8.62,"Apparel","Online","Not Returned","DHL","Paris","High"
677564,"SKU_1232","White Mug",42,"2020-03-09 17:00",80.24,65784,"United Kingdom",0.01,"paypall",6.45,"Accessories","Online","Returned","DHL","Berlin","High"
228658,"SKU_1365","Headphones",23,"2022-08-12 07:00",41.72,75863,"United States",0.07,"Credit Card",14.88,"Accessories","Online","Not Returned","FedEx","Paris","Medium"
308261,"SKU_1284","Headphones",14,"2020-01-04 10:00",36.13,96452,"Italy",0.34,"Credit Card",14.95,"Apparel","In-store","Returned","DHL","Berlin","Low"
662080,"SKU_1192","Notebook",24,"2021-03-24 11:00",39.2,65697,"United States",0.22,"Bank Transfer",23.11,"Stationery","In-store","Not Returned","DHL","London","Medium"
251191,"SKU_1076","T-shirt",11,"2024-12-15 22:00",85.03,42455,"United Kingdom",0.22,"paypall",5.07,"Accessories","Online","Not Returned","DHL","Amsterdam","Medium"
793519,"SKU_1867","Desk Lamp",22,"2024-05-19 18:00",36.74,17194,"Belgium",0.08,"paypall",13.86,"Accessories","Online","Not Returned","DHL","Rome","Low"
447220,"SKU_1654","T-shirt",15,"2020-07-27 06:00",41.48,48939,"United Kingdom",0.42,"Bank Transfer",10.56,"Electronics","Online","Not Returned","UPS","London","Medium"
512699,"SKU_1516","Desk Lamp",20,"2022-01-23 05:00",20.8,54150,"Australia",0.38,"paypall",15.97,"Stationery","Online","Returned","DHL","Amsterdam","Low"
484890,"SKU_1734","USB Cable",19,"2020-08-04 10:00",5.35,27040,"Norway",0.47,"paypall",26.42,"Apparel","In-store","Returned","UPS","Berlin","High"
267182,"SKU_1952","Backpack",48,"2024-01-25 00:00",2.04,88989,"Australia",0.04,"Credit Card",26.4,"Apparel","In-store","Returned","UPS","Amsterdam","High"
558128,"SKU_1538","White Mug",45,"2021-09-08 03:00",78.03,53138,"Germany",0.2,"Credit Card",23.93,"Electronics","Online","Not Returned","FedEx","Rome","Low"
337626,"SKU_1539","Desk Lamp",44,"2021-12-14 22:00",2.95,54449,"Netherlands",0.05,"paypall",18.06,"Accessories","Online","Not Returned","Royal Mail","Berlin","Medium"
512683,"SKU_1329","Wall Clock",26,"2024-01-01 20:00",80.21,73024,"Portugal",0.03,"Bank Transfer",17.63,"Accessories","Online","Not Returned","Royal Mail","Amsterdam","Low"
730698,"SKU_1529","Wireless Mouse",18,"2021-03-11 08:00",81.98,16757,"Norway",0.3,"Credit Card",29.91,"Accessories","In-store","Not Returned","FedEx","Amsterdam","High"
157782,"SKU_1707","Wall Clock",21,"2023-06-01 16:00",60.16,79259,"Norway",0.04,"paypall",26.58,"Stationery","Online","Not Returned","FedEx","London","Medium"
268602,"SKU_1524","USB Cable",34,"2025-06-04 23:00",49.26,59769,"Spain",0.42,"paypall",10.76,"Furniture","In-store","Not Returned","UPS","Paris","Medium"
437990,"SKU_1189","Office Chair",5,"2022-01-27 16:00",83.8,50859,"United Kingdom",0.38,"Bank Transfer",28.1,"Accessories","In-store","Not Returned","Royal Mail","London","Low"
520349,"SKU_1300","Headphones",28,"2023-05-17 12:00",92.42,52008,"Australia",0.25,"paypall",20.4,"Stationery","In-store","Not Returned","DHL","Amsterdam","Medium"
157276,"SKU_1413","Desk Lamp",28,"2025-06-07 21:00",20.49,98717,"France",0.17,"Credit Card",25.15,"Electronics","Online","Not Returned","Royal Mail","London","High"
834707,"SKU_1964","USB Cable",11,"2023-10-30 09:00",68.08,29844,"United States",0.4,"Bank Transfer",9.41,"Stationery","In-store","Not Returned","FedEx","London","High"
532882,"SKU_1683","Office Chair",25,"2020-02-26 08:00",5.92,43084,"Australia",0.37,"paypall",27.61,"Furniture","Online","Not Returned","DHL","Berlin","Low"
733273,"SKU_1253","Office Chair",19,"2024-07-03 01:00",13.67,81956,"Australia",0.43,"Bank Transfer",19.85,"Apparel","In-store","Not Returned","FedEx","Paris","Low"
938185,"SKU_1860","Desk Lamp",38,"2024-01-23 21:00",38.97,78254,"Belgium",0.03,"Credit Card",19.11,"Accessories","Online","Not Returned","Royal Mail","Rome","Medium"
837897,"SKU_1044","Desk Lamp",26,"2023-05-18 18:00",79.42,94513,"Australia",0.37,"paypall",20.97,"Furniture","In-store","Not Returned","FedEx","London","High"
301703,"SKU_1375","Desk Lamp",48,"2022-04-26 22:00",46.93,46518,"Sweden",0.01,"paypall",19.45,"Apparel","Online","Not Returned","UPS","Amsterdam","Medium"
221649,"SKU_1688","USB Cable",49,"2022-02-22 04:00",77.53,94288,"Australia",0.44,"Credit Card",8.21,"Electronics","Online","Not Returned","DHL","London","Medium"
279111,"SKU_1597","Desk Lamp",39,"2023-01-11 12:00",60.26,83363,"Spain",0.01,"paypall",24.29,"Electronics","In-store","Returned","DHL","Amsterdam","Medium"
629393,"SKU_1347","Backpack",15,"2020-05-21 08:00",6.49,43884,"United Kingdom",0.47,"Credit Card",11.63,"Accessories","Online","Not Returned","UPS","Amsterdam","Low"
970685,"SKU_1240","Backpack",31,"2023-12-19 04:00",27.29,13160,"Australia",0.49,"Bank Transfer",27.52,"Stationery","In-store","Not Returned","DHL","Paris","Low"
222104,"SKU_1724","Wireless Mouse",21,"2025-07-18 01:00",96.84,32437,"United Kingdom",0.44,"paypall",28.8,"Electronics","Online","Not Returned","FedEx","Rome","Medium"
309124,"SKU_1305","Wireless Mouse",44,"2021-02-24 19:00",12.82,50048,"Netherlands",0.48,"paypall",6.35,"Stationery","Online","Not Returned","DHL","Berlin","Low"
628313,"SKU_1861","Headphones",30,"2021-01-15 23:00",40.22,35276,"Australia",0.09,"paypall",22.58,"Stationery","In-store","Not Returned","DHL","Berlin","High"
212761,"SKU_1969","Blue Pen",26,"2024-08-29 12:00",25.34,73213,"Germany",0.4,"Bank Transfer",16.29,"Accessories","Online","Not Returned","UPS","Paris","High"
811782,"SKU_1946","Headphones",7,"2022-07-29 07:00",20.21,57703,"Germany",0.41,"paypall",9.29,"Electronics","Online","Not Returned","DHL","Berlin","Medium"
224116,"SKU_1019","Backpack",30,"2020-08-17 04:00",37.65,81912,"United States",0.12,"Credit Card",16.91,"Apparel","Online","Not Returned","DHL","Berlin","Medium"
323563,"SKU_1673","T-shirt",2,"2020-06-10 06:00",23.86,49307,"Norway",0.3,"paypall",17.84,"Accessories","Online","Returned","UPS","Amsterdam","Medium"
